Date,Price
1992/9/23,0.539
1992/9/24,0.5373
1992/9/25,0.5385
1992/9/28,0.5375
1992/9/29,0.537
1992/9/30,0.5355
1992/10/1,0.5397
1992/10/2,0.5425
1992/10/5,0.5469
1992/10/6,0.5431
1992/10/7,0.5437
1992/10/8,0.543
1992/10/9,0.5425
1992/10/12,0.543
1992/10/13,0.5433
1992/10/14,0.544
1992/10/15,0.5425
1992/10/16,0.5425
1992/10/19,0.5395
1992/10/20,0.5398
1992/10/21,0.5403
1992/10/22,0.5415
1992/10/23,0.5423
1992/10/26,0.5413
1992/10/27,0.5358
1992/10/28,0.532
1992/10/29,0.5278
1992/10/30,0.5249
1992/11/2,0.523
1992/11/3,0.5273
1992/11/4,0.5255
1992/11/5,0.5253
1992/11/6,0.5301
1992/11/9,0.5292
1992/11/10,0.5246
1992/11/11,0.5241
1992/11/12,0.5245
1992/11/13,0.5251
1992/11/16,0.5233
1992/11/17,0.5178
1992/11/18,0.5184
1992/11/19,0.518
1992/11/20,0.5167
1992/11/23,0.5168
1992/11/24,0.5159
1992/11/25,0.5178
1992/11/26,0.5143
1992/11/27,0.5158
1992/11/30,0.5121
1992/12/1,0.5135
1992/12/2,0.5147
1992/12/3,0.5173
1992/12/4,0.5175
1992/12/7,0.52
1992/12/8,0.519
1992/12/9,0.5193
1992/12/10,0.5158
1992/12/11,0.5175
1992/12/14,0.5154
1992/12/15,0.5169
1992/12/16,0.5194
1992/12/17,0.5189
1992/12/18,0.5183
1992/12/21,0.5182
1992/12/22,0.5158
1992/12/23,0.5155
1992/12/24,0.5163
1992/12/25,0.5163
1992/12/28,0.5165
1992/12/29,0.5142
1992/12/30,0.5135
1992/12/31,0.5153
1993/1/1,0.5153
1993/1/4,0.5138
1993/1/5,0.5076
1993/1/6,0.508
1993/1/7,0.5094
1993/1/8,0.5115
1993/1/11,0.5134
1993/1/12,0.5134
1993/1/13,0.5128
1993/1/14,0.5127
1993/1/15,0.515
1993/1/18,0.5144
1993/1/19,0.5135
1993/1/20,0.5145
1993/1/21,0.5133
1993/1/22,0.5158
1993/1/25,0.518
1993/1/26,0.5182
1993/1/27,0.5162
1993/1/28,0.519
1993/1/29,0.5172
1993/2/1,0.5135
1993/2/2,0.5163
1993/2/3,0.5165
1993/2/4,0.516
1993/2/5,0.5131
1993/2/8,0.511
1993/2/9,0.5107
1993/2/10,0.512
1993/2/11,0.5135
1993/2/12,0.5146
1993/2/15,0.5136
1993/2/16,0.517
1993/2/17,0.517
1993/2/18,0.5168
1993/2/19,0.5185
1993/2/22,0.5204
1993/2/23,0.5259
1993/2/24,0.526
1993/2/25,0.524
1993/2/26,0.5246
1993/3/1,0.5277
1993/3/2,0.5292
1993/3/3,0.5272
1993/3/4,0.5304
1993/3/5,0.5293
